employee_id,gender,department,job_level,employment_type,attendance_rate,overtime_hours,leave_days,performance_score,basic_salary,allowances,bonus,tax,deductions,previous_salary,actual_salary_paid,expected_salary,salary_deviation,salary_deviation_ratio,bonus_ratio,deduction_ratio,salary_change,anomaly_label
225,Male,Sales,1,Part-time,0.88,21.05,0,3.8,65065,12592.54,4702.97,6506.5,10146.8,57616,66775.53723825827,65707.21,1068.3272382582654,0.016258904285515477,0.07228110351187275,0.15594866671789748,9159.537238258272,0
226,Female,Operations,4,Contract,0.95,17.72,3,2.59,292992,42621.33,33922.07,29299.2,24852.92,296678,314163.5213089557,315383.28,-1219.7586910443497,-0.0038675439327168822,0.11577814411314985,0.08482456858890344,17485.52130895568,0
227,Female,IT,4,Full-time,0.77,23.42,2,3.88,222524,32450.37,33210.68,22252.4,22362.87,227600,246678.4088362477,243569.77999999997,3108.6288362477208,0.012762785417171707,0.14924538476748575,0.10049644083334831,19078.40883624769,0
228,Female,IT,4,Full-time,0.98,12.42,1,4.98,257104,58546.11,26257.42,25710.4,48208.84,266400,287932.28613946226,267988.2899999999,19943.99613946234,0.07442114780262356,0.10212762150724998,0.1875071566370029,21532.28613946226,0
229,Female,Operations,1,Part-time,0.78,20.44,2,3.45,74438,17247.0,19876.0,7443.8,12287.23,75563,86485.24637085562,91829.97,-5344.723629144384,-0.05820238892754059,0.2670141594346973,0.16506663263386978,10922.246370855617,0
230,Male,Finance,2,Full-time,0.77,10.07,4,2.93,141498,28899.93,19318.0,14149.8,27678.4,135234,155824.06879629218,147887.73,7936.33879629217,0.053664619751024434,0.13652489787841524,0.19560983194108753,20590.06879629218,0
231,Male,Finance,3,Contract,0.91,20.56,5,2.83,230121,52767.25,64592.5,23012.1,24777.39,224960,310812.92039213853,299691.26,11121.660392138525,0.03711039284942285,0.28068928954767275,0.10767113822728043,85852.92039213853,0
232,Male,IT,2,Part-time,0.79,12.56,1,3.5,111370,13582.25,15801.58,11137.0,3594.02,121109,130485.29245081489,126022.80999999998,4462.482450814903,0.03541011703210636,0.1418836311394451,0.03227098859656999,9376.292450814886,0
233,Male,IT,2,Contract,0.76,3.38,3,4.91,130404,23789.53,38006.97,13040.4,12759.98,138876,166915.91531848095,166400.12,515.7953184809594,0.003099729245874098,0.2914555535106285,0.09784960584031165,28039.915318480955,0
234,Female,Operations,5,Part-time,0.86,2.64,5,4.1,301795,39959.39,61836.89,30179.5,41356.84,296741,316251.2074691691,332054.94000000006,-15803.732530830952,-0.04759372810665292,0.20489699961894664,0.13703620006958364,19510.20746916911,0
235,Female,IT,4,Part-time,0.79,1.53,5,4.45,239688,40500.1,15469.69,23968.8,47716.11,238688,225162.2196576169,223972.88,1189.3396576168889,0.005310194955821834,0.0645409448950302,0.19907592370081106,-13525.780342383106,0
236,Male,Finance,5,Full-time,1.0,5.98,2,2.86,325650,38494.35,40972.89,32565.0,118206.60110440027,330458,357419.5522310557,254345.63889559972,103073.91333545596,0.4052513492388376,0.12581879318286504,0.3629866454917865,26961.552231055684,1
237,Male,IT,3,Part-time,0.92,1.56,0,3.77,213372,53237.28,54088.22,21337.2,27896.15,206330,279060.58308353054,271464.14999999997,7596.433083530574,0.027983190721613056,0.2534925857188385,0.13073950658943068,72730.58308353054,0
238,Female,Sales,5,Contract,0.88,10.65,5,2.83,396780,92446.02,562727.40736573,39678.0,21835.62,388124,480288.6062524008,990439.80736573,-510151.20111332927,-0.5150754213627348,1.4182353126814105,0.055032058067442914,92164.60625240079,0
239,Female,Operations,2,Part-time,0.84,10.35,4,4.57,131170,27551.23,31785.93,13117.0,2883.85,137598,169894.22679418625,174506.31,-4612.083205813746,-0.026429320554733786,0.24232621788518716,0.021985591217504003,32296.226794186252,0
240,Male,IT,4,Full-time,0.75,6.5,2,4.4,293624,35401.21,53976.18,29362.4,17246.4,286387,315664.2516628407,336392.58999999997,-20728.33833715925,-0.061619485545621716,0.18382754815682642,0.058736343078222494,29277.251662840717,0
241,Male,IT,2,Contract,0.75,6.03,3,4.94,128796,28364.82,37337.21,12879.6,13885.98,135968,168689.0929473132,167732.44999999998,956.6429473132303,0.00570338623989115,0.28989417373210347,0.10781375197987515,32721.092947313213,1
242,Male,Finance,3,Part-time,0.86,21.11,3,2.75,190182,32946.4,16643.24,19018.2,14918.19,191269,198050.69847294752,205835.24999999997,-7784.551527052448,-0.03781933136842426,0.08751217255050427,0.0784416506293971,6781.6984729475225,0
243,Male,Finance,1,Part-time,0.93,11.9,0,3.44,68283,10868.7,11257.25,6828.3,11014.25,70949,67213.81809072066,72566.4,-5352.581909279339,-0.0737611609405915,0.16486167860228754,0.16130295974107758,-3735.181909279345,1
244,Female,Finance,5,Full-time,0.92,10.94,2,3.14,263350,59551.53,15697.39,26335.0,2116.8116269314805,272445,272569.9374991687,310147.10837306856,-37577.170873899886,-0.12115918497843675,0.05960656920448073,0.008038016430345473,124.93749916867819,0
245,Male,Finance,3,Contract,0.87,15.93,5,4.15,215088,50388.16,44989.4,21508.8,28070.71,217931,261142.08319252622,260886.05000000008,256.03319252614165,0.0009813985551398458,0.20916741054824073,0.1305080246224801,43211.08319252622,1
246,Male,Operations,1,Part-time,0.79,18.44,4,3.78,62343,12595.42,3766.65,6234.3,2198.37,63106,64245.05703723052,70272.4,-6027.342962769471,-0.08577112725293959,0.06041817044415572,0.035262499398489,1139.0570372305228,0
247,Male,Operations,1,Contract,0.93,1.8,5,2.68,63874,6503.41,18467.59,6387.4,9756.85,70536,61923.739683762426,72700.75,-10777.010316237574,-0.14823795237652396,0.2891253092024924,0.15275151078686164,-8612.260316237574,0
248,Female,IT,3,Part-time,0.84,19.37,1,4.15,171054,21857.17,15998.22,17105.4,6450.65,172251,177580.42769191478,185353.34,-7772.912308085215,-0.04193564738615023,0.09352730716615805,0.03771119061816736,5329.4276919147815,0
249,Female,HR,2,Full-time,0.92,19.11,1,3.16,105056,10835.66,7410.96,10505.6,20403.43,104748,100361.97148644653,92393.59,7968.3814864465385,0.08624387781064183,0.07054294852269266,0.1942147997258605,-4386.028513553465,0
250,Male,Operations,5,Contract,0.91,9.55,4,3.01,256180,30282.52,52197.51,25618.0,2103.793332589051,257215,266143.84929144435,310938.236667411,-44794.387375966646,-0.1440620100508259,0.20375325942696543,0.008212168524432238,8928.849291444349,0
251,Male,Operations,4,Full-time,0.91,13.26,1,2.6,223700,54867.64,55853.09,22370.0,16264.77,219124,296242.06499917665,295785.95999999996,456.1049991766922,0.0015420103076450697,0.24967854269110415,0.0727079570853822,77118.06499917665,0
252,Female,IT,4,Part-time,0.9,18.7,5,4.53,294316,58413.42,24140.96,29431.6,23806.68,292099,325780.8382309061,323632.10000000003,2148.7382309060777,0.006639447171359322,0.0820239470501094,0.08088816102420528,33681.83823090611,0
253,Female,Operations,3,Contract,0.98,5.62,3,3.43,173001,28512.56,27654.43,17300.1,22547.07,180499,187550.7910113138,189320.81999999998,-1770.0289886861865,-0.009349362572411141,0.1598512725359969,0.1303291310454853,7051.791011313791,0
254,Male,Finance,4,Full-time,0.97,16.15,2,3.21,288904,64249.95,76658.51,28890.4,49799.13,297595,348908.42360088864,351122.93,-2214.5063991113566,-0.0063069261785647455,0.2653425013153158,0.17237258743388806,51313.42360088864,0
255,Female,Sales,3,Part-time,0.98,6.31,4,4.39,201849,34128.82,52581.59,20184.9,30505.1,205567,243172.4601493393,237869.41,5303.050149339309,0.02229395595398042,0.26049963091221656,0.15112831869367696,37605.46014933931,0
256,Male,HR,5,Full-time,0.79,13.63,2,4.96,258545,62208.05,15717.84,25854.5,12841.07,264292,307163.1108598826,297775.32,9387.790859882603,0.031526423546056816,0.060793440213502484,0.04966667311299774,42871.11085988261,0
257,Female,Operations,1,Contract,0.78,18.15,4,4.54,77891,10283.69,13744.89,7789.1,13344.8,71976,83256.3441007917,80785.68,2470.664100791706,0.030582946145798443,0.17646313438009525,0.17132659742460618,11280.344100791699,0
258,Female,IT,2,Part-time,0.9,12.71,3,3.24,159330,29436.74,35406.52,15933.0,28232.98,166151,193624.99955708187,180007.27999999997,13617.719557081902,0.0756509378791897,0.22222130170087237,0.17719814222054855,27473.999557081872,0
259,Male,Sales,1,Full-time,0.91,19.03,3,2.9,78987,13367.26,4133.62,7898.7,5086.94,80442,81830.05394171178,83502.23999999999,-1672.1860582882073,-0.02002564312392347,0.052332915543064046,0.06440224340714294,1388.0539417117834,0
260,Male,Sales,1,Part-time,0.95,5.1,4,3.89,62253,13070.68,12699.39,6225.3,3351.98,59978,71641.6263663256,78445.79,-6804.163633674398,-0.08673714209104655,0.20399643390679967,0.05384447335871364,11663.626366325596,1
261,Female,IT,3,Full-time,0.84,19.59,0,3.89,181326,18274.84,43563.15,18132.6,4779.04,174572,213973.16349534204,220252.34999999998,-6279.186504657933,-0.028509055656649903,0.24024767545746337,0.026356065870310932,39401.16349534204,0
262,Female,HR,2,Full-time,0.99,9.2,2,3.32,154378,18885.56,19513.54,15437.8,27447.97,159859,155077.57347075088,149891.33000000002,5186.2434707508655,0.03460002303502721,0.1264010415991916,0.17779716021712938,-4781.426529249118,0
263,Male,Sales,4,Contract,1.0,9.21,0,3.62,318732,66395.27,86551.34,31873.2,40398.64,311328,388059.8441365357,399406.76999999996,-11346.925863464247,-0.028409448000754338,0.27154895021522785,0.1267479889060402,76731.84413653571,0
264,Male,Finance,2,Full-time,0.92,0.08,4,4.05,147660,22639.81,36700.79,14766.0,5424.78,157611,172723.3495041538,186809.82,-14086.47049584621,-0.07540540693121063,0.24854930245157794,0.036738317757009344,15112.349504153797,0
265,Female,IT,3,Full-time,0.9,12.02,2,4.11,161976,17773.31,31584.66,16197.6,19609.98,153540,192018.41861309117,175526.38999999998,16492.028613091185,0.09395754457828925,0.19499592532226998,0.12106719514002075,38478.41861309117,0
266,Male,Sales,5,Part-time,0.92,20.12,0,3.17,268160,60002.79,46811.06,26816.0,9082.71,274538,348742.0698447451,339075.13999999996,9666.929844745144,0.02850969801190717,0.17456391706443913,0.03387048776849642,74204.0698447451,0
267,Male,Operations,5,Full-time,0.76,8.36,5,4.46,273520,56386.73,67601.49,27352.0,30937.42,273064,330085.28708693193,339218.8,-9133.512913068058,-0.02692513773726002,0.24715373647265285,0.11310843813980695,57021.28708693193,0
268,Female,IT,5,Part-time,0.83,10.85,1,2.72,343495,45716.37,68546.6,34349.5,52355.29,347145,369503.90432576224,371053.18,-1549.2756742377533,-0.00417534670970278,0.199556325419584,0.15241936563851002,22358.90432576224,0
269,Male,IT,5,Part-time,1.0,23.33,0,4.11,336185,54861.09,70277.57,33618.5,54266.07,344013,371627.2172092013,373439.08999999997,-1811.8727907986613,-0.004851856271389965,0.20904433570801792,0.1614172851257492,27614.217209201306,0
270,Male,Sales,4,Full-time,0.96,9.6,5,3.93,250708,47174.57,24097.82,25070.8,21360.92,252940,267873.1561062122,275548.67000000004,-7675.5138937878655,-0.02785538356540739,0.09611907079151842,0.08520238684046778,14933.156106212176,0
271,Female,IT,3,Full-time,0.83,0.65,2,2.56,173703,39040.54,20543.45,17370.3,19672.59,167099,198829.4417134783,196244.10000000003,2585.341713478265,0.013174111799938262,0.11826767528482525,0.1132541752301342,31730.4417134783,0
272,Female,HR,1,Part-time,0.81,10.74,4,4.68,61093,13824.74,5897.02,6109.3,10048.32,56830,63476.319309610655,64657.14000000001,-1180.8206903893515,-0.01826280423769674,0.09652529749725829,0.1644757991913967,6646.319309610655,0
273,Female,Sales,2,Full-time,0.86,12.07,0,2.83,146926,16468.97,34084.6,14692.6,16068.27,151923,180008.77371638297,166718.7,13290.073716382962,0.07971555510199492,0.23198480867919904,0.1093630126730463,28085.773716382973,0
274,Male,Finance,2,Full-time,0.94,3.97,1,4.03,158050,19013.91,37591.21,15805.0,21850.72,149423,173342.62994730982,176999.4,-3656.7700526901754,-0.020659787844988037,0.23784378361278077,0.13825194558683962,23919.62994730982,0
275,Female,Finance,5,Part-time,0.99,1.72,4,2.64,327560,46620.98,37809.08,32756.0,21113.27,325860,356308.95886478777,358120.79,-1811.831135212211,-0.005059273814324521,0.11542642569300281,0.06445619123214068,30448.958864787768,0
276,Male,HR,3,Part-time,0.82,18.98,0,3.62,235110,50902.86,296870.6203632138,23511.0,25336.12,235986,255702.22405452942,534036.3603632138,-278334.13630868436,-0.5211894862727721,1.2626881900523748,0.10776283441793202,19716.22405452942,1
277,Female,IT,3,Part-time,0.76,1.57,3,4.77,223068,26965.98,40844.9,22306.8,20967.77,227477,253499.0611767395,247604.31000000003,5894.751176739461,0.023807142843109072,0.1831051517922786,0.09399721161260244,26022.061176739488,0
278,Female,Finance,2,Part-time,0.76,16.59,5,4.91,132604,24402.48,37686.8,13260.4,3899.41,134641,175282.84954305433,177533.47000000003,-2250.620456945704,-0.012677161421706587,0.2842056046574764,0.029406428162046392,40641.849543054326,0
279,Female,IT,4,Full-time,0.85,6.5,3,4.33,278964,68958.38,31838.86,27896.4,38427.69,274877,315785.613457333,313437.14999999997,2348.4634573330404,0.007492613614349928,0.11413250455255876,0.1377514302920807,40908.613457333005,0
280,Female,Finance,1,Full-time,0.87,24.3,2,4.02,71657,10922.39,5626.79,7165.7,3383.96,71344,66803.86556301275,77656.51999999999,-10852.654436987243,-0.13975200584557798,0.07852394043847775,0.04722441631661945,-4540.134436987253,0
281,Female,Sales,5,Contract,0.81,6.27,3,4.63,277300,51074.06,50149.07,27730.0,1413.6639608973285,281845,342949.09200264455,349379.4660391027,-6430.374036458146,-0.018405128696769076,0.18084771006130546,0.00509795874827742,61104.09200264455,1
282,Female,Sales,1,Contract,0.77,17.7,2,3.86,70147,7874.62,11544.45,7014.7,7522.94,74399,80573.27485810514,75028.43,5544.844858105149,0.07390325051590643,0.16457510656193425,0.10724535618059218,6174.274858105142,0
283,Female,IT,1,Contract,0.79,23.64,5,4.62,63310,12684.37,10482.48,6331.0,5958.6,65214,79140.48408804157,74187.24999999999,4953.234088041587,0.06676664909457605,0.16557384299478756,0.09411783288580004,13926.484088041572,0
284,Male,IT,2,Contract,0.77,12.81,5,4.52,151204,25536.24,9524.21,15120.4,24423.99,155562,163180.0237576936,146720.06,16459.963757693593,0.1121861847500171,0.06298914049892859,0.16153005211502341,7618.023757693591,0
285,Male,HR,1,Full-time,0.8,6.47,5,2.91,62003,9271.45,14830.37,6200.3,7036.69,63869,75452.46418492822,72867.82999999999,2584.6341849282326,0.03547016817885524,0.2391879425189104,0.11348950857216586,11583.46418492822,0
286,Female,Operations,1,Contract,0.97,21.76,1,3.1,72251,12115.47,21404.17,7225.1,11485.18,76994,85041.53198298969,87060.35999999999,-2018.8280170102953,-0.02318883148438963,0.29624738757941066,0.15896222889648587,8047.531982989691,0
287,Female,Finance,4,Full-time,0.76,1.63,4,3.66,218044,51541.9,40267.37,21804.4,23898.99,225393,266539.9032669255,264149.88,2390.0232669254765,0.009047981649378287,0.1846754324815175,0.10960627212856122,41146.90326692548,0
288,Female,Sales,3,Contract,0.96,9.51,2,4.44,174537,42704.23,17618.05,17453.7,19932.01,168254,191459.2415992385,197473.56999999998,-6014.328400761471,-0.030456371456501607,0.1009416341520709,0.11419933882214085,23205.241599238507,0
289,Male,HR,4,Contract,0.82,19.82,3,3.94,319736,62408.43,79767.27,31973.6,29183.8,328140,401297.1440842193,400754.30000000005,542.8440842192504,0.0013545558568410876,0.24947853854429905,0.09127467660820177,73157.1440842193,0
290,Male,Finance,3,Contract,0.79,17.4,3,4.48,171093,25238.66,45218.99,17109.3,31328.12,170450,199935.41940097776,193113.23,6822.189400977746,0.0353274055898591,0.2642947987351908,0.1831057962628512,29485.419400977757,0
291,Female,HR,1,Full-time,0.82,24.59,0,2.85,64812,8445.16,6225.6,6481.2,11725.67,60469,53634.90936520519,61275.890000000014,-7640.980634794825,-0.12469799516245009,0.0960562858729865,0.180918194161575,-6834.090634794811,0
292,Female,IT,3,Contract,0.86,15.38,2,2.71,219750,51061.65,55135.47,21975.0,24378.45,211877,282982.46252474765,279593.67,3388.792524747667,0.012120419338347921,0.25090088737201366,0.11093720136518771,71105.46252474765,0
293,Female,Finance,2,Contract,0.99,10.44,5,4.96,145888,29205.03,30442.13,14588.8,7275.71,141592,182173.49587996362,183670.65000000002,-1497.1541200364009,-0.008151297553726742,0.20866781366527748,0.04987188802368941,40581.49587996362,0
294,Female,Operations,2,Full-time,0.79,0.32,1,3.9,151908,27208.23,34914.29,15190.8,27380.88,146458,179344.67996543893,171458.84000000003,7885.839965438907,0.04599261236946958,0.22983838902493614,0.1802464649656371,32886.67996543893,0
295,Male,Sales,1,Part-time,0.77,18.29,4,2.97,68752,15725.41,17515.66,6875.2,31041.102435062956,70840,78997.96947776288,64076.76756493705,14921.201912825825,0.23286446055045293,0.254765824994182,0.4514938101446206,8157.969477762876,1
296,Female,Operations,2,Contract,0.87,20.54,0,3.65,104308,16028.98,18102.98,10430.8,17636.9,104442,119491.28848903235,110372.25999999998,9119.028489032367,0.08262065567047706,0.17355313111170764,0.16908482570847874,15049.288489032348,0
297,Female,Sales,5,Part-time,0.83,4.34,3,4.28,384895,86176.73,28928.47,38489.5,24316.64,393733,434059.99480764935,437194.05999999994,-3134.065192350594,-0.007168590516418714,0.07515938112991855,0.0631773340781252,40326.994807649346,0
298,Male,HR,3,Contract,0.86,18.72,0,4.13,194232,37513.83,26822.22,19423.2,33303.13,199496,198462.438524012,205841.72,-7379.281475988013,-0.03584929952969696,0.13809372297046832,0.17146057292310227,-1033.5614759880118,0
299,Female,HR,5,Contract,0.87,24.48,4,4.09,279810,33280.52,61290.81,27981.0,21970.32,274038,320713.0716216129,324430.01,-3716.938378387131,-0.011456826630764309,0.21904438726278547,0.07851870912404846,46675.07162161288,0
300,Female,Operations,1,Full-time,0.79,21.39,4,3.07,55014,12408.75,6591.72,5501.4,7466.43,54979,62655.917246982724,61046.64000000001,1609.2772469827178,0.02636143851623476,0.11981895517504636,0.13571872614243646,7676.9172469827245,0
301,Male,HR,3,Contract,0.92,12.82,1,3.26,184014,24270.83,10727.53,18401.4,13747.75,191017,190974.47279727133,186863.21000000002,4111.262797271309,0.022001456558898395,0.05829735780973187,0.07471034812568608,-42.52720272867009,0
302,Female,IT,3,Full-time,0.97,19.15,5,4.47,204147,40777.9,23491.55,20414.7,37419.15,203140,212019.2542555168,210582.6,1436.654255516798,0.00682228377613724,0.11507173752247155,0.18329512557127953,8879.254255516804,1
303,Male,Finance,5,Contract,0.92,14.01,0,2.78,332340,55520.17,3592.1662296838535,33234.0,58366.03,327865,333744.65363188775,299852.3062296838,33892.347402203945,0.11303013749790122,0.010808708640801148,0.1756214418968526,5879.653631887748,0
304,Male,HR,5,Contract,0.99,2.77,4,3.56,305315,32456.11,71741.71,30531.5,56560.76,313783,329199.93341720337,322420.56,6779.373417203373,0.02102649228449753,0.23497604113784126,0.1852537870723679,15416.93341720337,0
305,Male,IT,1,Full-time,0.82,21.46,5,3.23,75264,17808.63,17949.75,7526.4,12409.77,84163,83602.70038364324,91086.21,-7483.509616356765,-0.08215853548365624,0.23849051339285715,0.1648832110969388,-560.2996163567586,0
306,Female,HR,5,Part-time,0.96,7.04,4,4.68,354690,41458.67,80132.09,35469.0,41614.26,345682,407885.35692940024,399197.5,8687.856929400237,0.021763304954064686,0.22592148072965124,0.11732572105218642,62203.35692940024,0
307,Female,Operations,3,Contract,0.77,6.05,2,2.53,197475,33632.99,24746.84,19747.5,25218.42,195499,202459.45064682915,210888.90999999997,-8429.459353170823,-0.0399710888219339,0.12531631852133182,0.12770436764147358,6960.450646829151,0
308,Female,Finance,4,Full-time,0.94,1.2,5,4.76,207852,47356.91,45093.73,20785.2,26351.45,203031,244623.56662736644,253165.99,-8542.423372633551,-0.03374238132315305,0.21695114793218254,0.12677987221676962,41592.56662736644,0
309,Female,Sales,4,Part-time,0.97,4.63,1,2.7,244588,33246.0,60815.48,24458.8,6418.15,254467,308332.9473049054,307772.52999999997,560.4173049054225,0.0018208814961667389,0.2486445778206617,0.026240657759170522,53865.94730490539,0
310,Male,Finance,3,Contract,0.77,20.78,2,4.0,189195,22181.21,13899.08,18919.5,34761.33,183479,180889.4864208655,171594.45999999996,9295.026420865528,0.05416856943321789,0.07346430931049974,0.18373281534924285,-2589.513579134509,0
311,Female,Operations,5,Full-time,0.92,20.73,2,4.7,289605,53798.72,51944.01,28960.5,28229.81,294890,332924.8145349806,338157.42,-5232.605465019413,-0.015473874460656262,0.17936157870202518,0.09747694273234234,38034.81453498057,0
312,Male,Finance,4,Full-time,0.94,15.05,1,4.73,212688,35414.04,42914.57,21268.8,28422.64,204346,226680.10682514834,241325.16999999998,-14645.063174851646,-0.06068601619487784,0.20177240841044158,0.1336353720003009,22334.106825148338,0
313,Female,Sales,5,Part-time,0.9,17.57,1,3.09,391770,69286.31,29796.54,39177.0,34950.6,387003,434092.7917399825,416725.25,17367.541739982495,0.04167624049654417,0.07605620644766062,0.08921203767516654,47089.791739982495,0
314,Female,Operations,3,Full-time,0.99,15.02,1,4.36,198981,35008.7,41492.71,19898.1,6520.17,205847,247657.0535005413,249064.14,-1407.0864994587027,-0.005649494541681925,0.20852598991863544,0.03276780195094004,41810.05350054131,0
315,Female,Sales,3,Part-time,0.81,9.05,0,3.68,158850,16972.7,13503.21,15885.0,11091.95,161735,151098.42029062533,162348.96,-11250.539709374658,-0.06929850187752763,0.0850060434372049,0.06982656594271326,-10636.579709374666,1
316,Female,HR,2,Contract,0.9,7.02,2,3.02,103188,18314.41,5301.43,10318.8,2206.11,94844,113614.08541897044,114278.93,-664.8445810295525,-0.005817735439328602,0.05137641973872931,0.021379520874520296,18770.08541897044,0
317,Female,Sales,5,Contract,0.8,0.92,5,2.77,327100,49336.2,81986.44,32710.0,40223.08,326463,370488.18024283403,385489.56,-15001.379757165967,-0.038915138861778685,0.2506464078263528,0.122968755732192,44025.18024283403,0
318,Male,IT,4,Full-time,0.98,9.93,2,2.72,295352,56872.97,23173.2,29535.2,24260.26,297337,322522.9186331793,321602.70999999996,920.2086331793107,0.0028613211411661014,0.07845960074758254,0.08214015818413282,25185.918633179273,0
319,Female,Finance,1,Part-time,0.88,21.86,0,3.73,68686,14103.9,20482.45,6868.6,2999.38,77095,87737.11586471628,93404.36999999998,-5667.2541352837,-0.060674400301438794,0.298204146405381,0.0436679963893661,10642.115864716281,0
320,Male,Finance,5,Part-time,0.86,10.28,0,4.77,313295,64884.93,63278.17,31329.5,23712.39,319818,374306.49485909735,386416.20999999996,-12109.715140902612,-0.031338527803744604,0.2019763162514563,0.07568710001755534,54488.49485909735,0
321,Female,Operations,3,Contract,0.96,23.88,5,4.55,210066,21055.92,43924.87,21006.6,6134.84,203959,260803.11502604338,247905.34999999998,12897.765026043402,0.05202697330268751,0.20910033037235917,0.029204345301000637,56844.11502604338,0
322,Male,IT,4,Part-time,0.78,9.6,2,3.64,273116,42430.74,21919.27,27311.6,26058.16,275096,291270.9645269243,284096.25000000006,7174.7145269242465,0.025254520349790765,0.08025626473732773,0.0954105947655941,16174.964526924305,0
323,Male,HR,5,Contract,0.94,1.78,3,2.7,331930,50856.89,94743.25,33193.0,46584.08,323249,389029.86738045723,397753.06,-8723.192619542766,-0.021931176643977965,0.285431416262465,0.14034308438526197,65780.86738045723,0
324,Male,IT,2,Contract,0.9,0.25,2,4.09,152688,36185.99,31017.55,15268.8,27066.35,158211,188843.84903797015,177556.38999999998,11287.45903797017,0.06357112260488158,0.2031433380488316,0.17726573142617624,30632.849037970154,0
325,Female,HR,5,Contract,0.93,3.01,1,4.76,303730,33400.15,55731.99,30373.0,13845.44,304167,348377.8600748443,348643.7,-265.8399251556839,-0.000762497429770519,0.18349188423929147,0.045584696934777603,44210.86007484433,0
326,Male,Sales,5,Contract,0.82,12.15,2,3.94,347275,37005.92,28042.74,34727.5,41865.96,348297,334065.26514181966,335730.19999999995,-1664.9348581802915,-0.0049591453440300925,0.08075081707580448,0.12055564034266791,-14231.734858180338,0
327,Female,Operations,3,Part-time,0.84,18.23,0,4.13,186210,42240.0,41547.77,18621.0,18134.54,187064,223693.13534594816,233242.23,-9549.094654051849,-0.04094067636916286,0.2231231942430589,0.0973875731700768,36629.13534594816,0
328,Male,Sales,5,Part-time,0.83,19.72,5,3.62,392880,86338.15,100422.33,39288.0,68503.04,383753,479202.67338888004,471849.44,7353.233388880035,0.015583855284177162,0.2556056047648137,0.174361229892079,95449.67338888004,0
329,Female,Finance,5,Contract,0.98,10.77,1,3.3,368190,68972.96,52574.99,36819.0,115115.53662753083,359872,413979.80963473325,337803.4133724692,76176.39626226405,0.22550511109924856,0.14279309595589235,0.3126525343641349,54107.80963473325,0
330,Female,HR,5,Contract,0.84,4.17,5,3.58,351535,42672.52,95801.82,35153.5,28916.55,353993,434952.9310946207,425939.29000000004,9013.641094620689,0.02116179771680769,0.27252427212084146,0.08225795439998862,80959.93109462073,1
331,Male,HR,1,Contract,0.79,0.64,5,4.11,53601,10480.89,7244.23,5360.1,1763.91,49852,50734.60446223238,64202.109999999986,-13467.505537767604,-0.20976733533785114,0.13515102330180406,0.03290815469860637,882.6044622323825,0
332,Male,Sales,3,Part-time,0.92,15.14,1,3.41,190593,25288.62,56607.83,19059.3,19387.18,187274,227596.00946803053,234042.97000000003,-6446.9605319694965,-0.027546055034122562,0.29700896675113986,0.10172031501681594,40322.009468030534,0
333,Female,Operations,5,Part-time,0.92,3.51,5,3.71,369175,38442.38,65109.1,36917.5,71443.9,361215,360873.99287578743,364365.07999999996,-3491.0871242125286,-0.009581288975915389,0.17636378411322542,0.1935231258888061,-341.0071242125705,0
334,Male,Operations,2,Contract,0.76,9.7,2,2.9,143398,14842.1,34279.78,14339.8,14703.19,149073,162600.01156859336,163476.89,-876.8784314066579,-0.005363929001870893,0.23905340381316337,0.10253413576200505,13527.011568593356,0
335,Female,Finance,2,Part-time,0.82,22.5,4,2.79,122434,29798.94,15731.75,12243.4,22027.43,130334,143078.85710069316,133693.86000000002,9384.997100693145,0.07019766727277635,0.1284916771485045,0.1799126876521228,12744.85710069316,0
336,Female,Finance,5,Part-time,1.0,7.21,1,4.9,290385,46003.46,42505.97,29038.5,23599.5,289527,329213.5675375848,326256.43000000005,2957.1375375847565,0.009063844466099124,0.14637798095631663,0.08126969368252493,39686.56753758481,0
337,Female,HR,3,Part-time,0.89,3.85,5,3.88,170376,30881.62,40971.25,17037.6,28973.63,176399,181809.17812677808,196217.63999999998,-14408.46187322191,-0.07343102217120699,0.24047547776682163,0.17005699159506035,5410.178126778075,0
338,Female,Sales,3,Contract,0.81,4.87,5,2.64,176880,26773.83,20794.35,17688.0,34306.78,176310,168112.00960212786,172453.40000000002,-4341.390397872165,-0.0251742812717648,0.11756190637720487,0.1939551108095884,-8197.990397872141,0
339,Male,Operations,5,Part-time,0.89,8.68,3,3.95,384080,46427.4,61841.08,38408.0,50975.93,385389,382722.2498180294,402964.55000000005,-20242.30018197064,-0.050233451508254603,0.1610109352218288,0.13272216725682148,-2666.750181970594,0
340,Male,Finance,1,Part-time,1.0,22.01,5,4.06,52589,9750.35,10789.43,5258.9,25191.183085712946,53938,62624.446224959116,42678.69691428706,19945.749310672058,0.4673467268864773,0.20516514860522164,0.4790200058132489,8686.446224959116,1
341,Female,Finance,4,Full-time,0.85,0.99,1,3.69,308520,55982.09,32992.34,30852.0,59706.39,316168,308965.9572919565,306936.0399999999,2029.9172919566045,0.006613486288402642,0.10693744327758328,0.1935251847530144,-7202.042708043475,0
342,Female,Operations,3,Full-time,0.88,21.75,0,2.83,210522,46015.16,17095.48,21052.2,34306.23,219751,222015.75537412346,218274.21,3741.545374123467,0.01714149085282896,0.08120519470649148,0.16295793313762932,2264.7553741234588,0
